"Ticker","Name","Asset.Class","Weight....","Price","Shares","Market.Value","Notional.Value","Sector","SEDOL","ISIN","Exchange","Date"
"WIN","WINDSTREAM CORP.","Equity",0.7268,"11.71","12,262","$143,588","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","30-Mar-2012"
"WIN","WINDSTREAM CORP.","Equity",0.6911,"11.24","17,598","$197,802","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","30-Apr-2012"
"WIN","WINDSTREAM CORP.","Equity",0.5742,"9.36","42,814","$400,739","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-May-2012"
"WIN","WINDSTREAM CORP.","Equity",0.8892,"9.66","186,473","$1,801,329","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","29-Jun-2012"
"WIN","WINDSTREAM CORP.","Equity",0.875,"9.96","300,455","$2,992,532","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-Jul-2012"
"WIN","WINDSTREAM CORP.","Equity",0.8682,"9.87","313,405","$3,093,307","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-Aug-2012"
"WIN","WINDSTREAM CORP.","Equity",0.879,"10.11","317,729","$3,212,240","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","28-Sep-2012"
"WIN","WINDSTREAM CORP.","Equity",0.8358,"9.54","458,731","$4,376,294","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-Oct-2012"
"WIN","WINDSTREAM CORP.","Equity",0.7329,"8.38","574,696","$4,815,952","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","30-Nov-2012"
"WIN","WINDSTREAM CORP.","Equity",0.18,"8.28","163,394","$1,352,902","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-Dec-2012"
"WIN","WINDSTREAM CORP.","Equity",0.2016,"9.74","258,675","$2,519,495","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-Jan-2013"
"WIN","WINDSTREAM CORP.","Equity",0.1731,"8.59","345,753","$2,970,018","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","28-Feb-2013"
"WIN","WINDSTREAM CORP.","Equity",0.1537,"7.95","499,938","$3,974,507","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","28-Mar-2013"
"WIN","WINDSTREAM CORP.","Equity",0.1604,"8.52","694,576","$5,917,788","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","30-Apr-2013"
"WIN","WINDSTREAM CORP.","Equity",0.156,"8.03","754,240","$6,056,547","-","Telecommunication Services","B180376","US97381W1045","NASDAQ","31-May-2013"
"WLTW","WILLIS TOWERS WATSON PLC","Equity",0.224,"114.47","152,223","$17,424,967","17,424,966.81","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ","29-Jan-2016"
"WLTW","WILLIS TOWERS WATSON PLC","Equity",0.2195,"113.32","188,916","$21,407,961","21,407,961.12","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ","29-Feb-2016"
"WLTW","WILLIS TOWERS WATSON PLC","Equity",0.2203,"118.66","209,615","$24,872,916","24,872,915.90","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ","31-Mar-2016"
"WLTW","WILLIS TOWERS WATSON PLC","Equity",0.233,"124.9","231,508","$28,915,349","28,915,349.20","Financials","BDB6Q21","IE00BDB6Q211","NASDAQ","29-Apr-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.2661,"32.93","990","$32,601","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Oct-2011"
"WM","WASTE MANAGEMENT INC","Equity",1.1898,"31.3","990","$30,987","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Nov-2011"
"WM","WASTE MANAGEMENT INC","Equity",0.9708,"32.71","2,373","$77,621","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Dec-2011"
"WM","WASTE MANAGEMENT INC","Equity",1.0169,"34.76","3,164","$109,981","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Jan-2012"
"WM","WASTE MANAGEMENT INC","Equity",1.0041,"34.98","3,965","$138,696","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Feb-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.9699,"34.96","5,481","$191,616","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Mar-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.9392,"34.2","7,860","$268,812","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Apr-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.8984,"32.44","19,327","$626,968","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-May-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.9208,"33.4","55,848","$1,865,323","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Jun-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.9061,"34.4","90,085","$3,098,924","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Jul-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.912,"34.58","93,970","$3,249,483","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Aug-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.8359,"32.08","95,227","$3,054,882","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","28-Sep-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.8599,"32.74","137,532","$4,502,798","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Oct-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.854,"32.57","172,317","$5,612,365","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Nov-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.8946,"33.74","199,294","$6,724,180","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Dec-2012"
"WM","WASTE MANAGEMENT INC","Equity",0.918,"36.38","315,413","$11,474,725","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Jan-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9169,"37.32","421,535","$15,731,686","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","28-Feb-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9221,"39.21","608,225","$23,848,502","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","28-Mar-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9401,"40.98","846,609","$34,694,037","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Apr-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9877,"41.93","914,695","$38,353,161","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-May-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9554,"40.33","846,403","$34,135,433","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","28-Jun-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9625,"42.03","532,515","$22,381,605","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Jul-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.957,"40.44","517,055","$20,909,704","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Aug-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9606,"41.24","472,796","$19,498,107","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Sep-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9706,"43.54","473,014","$20,595,030","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Oct-2013"
"WM","WASTE MANAGEMENT INC","Equity",1.0032,"45.68","525,611","$24,009,910","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Nov-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9726,"44.87","523,747","$23,500,528","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Dec-2013"
"WM","WASTE MANAGEMENT INC","Equity",0.9353,"41.78","529,326","$22,115,240","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Jan-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.8907,"41.50","518,737","$21,527,586","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","28-Feb-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9019,"42.07","522,866","$21,996,973","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Mar-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9414,"44.45","537,590","$23,895,876","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Apr-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9371,"44.68","588,797","$26,307,450","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-May-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9297,"44.73","548,659","$24,541,517","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Jun-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9468,"44.89","542,888","$24,370,242","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Jul-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9539,"46.97","556,261","$26,127,579","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Aug-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9802,"47.53","588,314","$27,962,564","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Sep-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9709,"48.89","650,885","$31,821,768","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Oct-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9366,"48.73","655,373","$31,936,326","-","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","28-Nov-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9877,"51.32","689,973","$35,409,414","35,409,414.36","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Dec-2014"
"WM","WASTE MANAGEMENT INC","Equity",0.9975,"51.43","821,459","$42,247,636","42,247,636.37","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Jan-2015"
"WM","WASTE MANAGEMENT INC","Equity",1.0051,"54.48","846,125","$46,096,890","46,096,890.00","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","27-Feb-2015"
"WM","WASTE MANAGEMENT INC","Equity",1.0181,"54.23","875,733","$47,491,001","47,491,000.59","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Mar-2015"
"WM","WASTE MANAGEMENT INC","Equity",0.9353,"49.53","923,721","$45,751,901","45,751,901.13","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Apr-2015"
"WM","WASTE MANAGEMENT INC","Equity",0.9272,"49.65","930,154","$46,182,146","46,182,146.10","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-May-2015"
"WM","WASTE MANAGEMENT INC","Equity",0.8883,"46.35","924,927","$42,870,366","42,870,366.45","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Jun-2015"
"WM","WASTE MANAGEMENT INC","Equity",0.9467,"51.13","980,164","$50,115,785","50,115,785.32","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Jul-2015"
"WM","WASTE MANAGEMENT INC","Equity",0.9772,"50.06","1,146,241","$57,380,824","57,380,824.46","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Aug-2015"
"WM","WASTE MANAGEMENT INC","Equity",0.9828,"49.81","1,194,580","$59,502,030","59,502,029.80","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Sep-2015"
"WM","WASTE MANAGEMENT INC","Equity",1.0031,"53.76","1,222,322","$65,712,031","65,712,030.72","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Oct-2015"
"WM","WASTE MANAGEMENT INC","Equity",1.0138,"53.77","1,285,416","$69,116,818","69,116,818.32","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Nov-2015"
"WM","WASTE MANAGEMENT INC","Equity",1.0077,"53.37","1,355,639","$72,350,453","72,350,453.43","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Dec-2015"
"WM","WASTE MANAGEMENT INC","Equity",1.0185,"52.95","1,496,589","$79,244,388","79,244,387.55","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Jan-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.0543,"55.85","1,840,857","$102,811,863","102,811,863.45","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Feb-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.0612,"59","2,030,996","$119,828,764","119,828,764.00","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Mar-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.0658,"58.79","2,249,696","$132,259,628","132,259,627.84","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Apr-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.0876,"60.95","2,364,681","$144,127,307","144,127,306.95","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-May-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.1367,"66.27","2,529,672","$167,641,363","167,641,363.44","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Jun-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.118,"66.12","2,591,331","$171,338,806","171,338,805.72","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","29-Jul-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.1038,"63.94","2,519,076","$161,069,719","161,069,719.44","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Aug-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.1168,"63.76","2,544,757","$162,253,706","162,253,706.32","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Sep-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.1854,"65.66","2,392,179","$157,070,473","157,070,473.14","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","31-Oct-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.2519,"69.52","2,263,261","$157,341,905","157,341,904.72","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Nov-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.247,"70.91","2,159,849","$153,154,893","153,154,892.59","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","30-Dec-2016"
"WM","WASTE MANAGEMENT INC","Equity",1.2313,"70.59","2,148,719","$151,678,074","151,678,074.21","Industrials","2937667","US94106L1098","New York Stock Exchange Inc.","05-Jan-2017"
"WMT","WALMART STORES INC","Equity",1.5287,"56.72","694","$39,364","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Oct-2011"
"WMT","WALMART STORES INC","Equity",1.5695,"58.9","694","$40,877","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Nov-2011"
"WMT","WALMART STORES INC","Equity",1.4844,"59.76","1,986","$118,683","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Dec-2011"
"WMT","WALMART STORES INC","Equity",1.5046,"61.36","2,652","$162,727","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Jan-2012"
"WMT","WALMART STORES INC","Equity",1.42,"59.08","3,320","$196,146","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","29-Feb-2012"
"WMT","WALMART STORES INC","Equity",1.4562,"61.2","4,701","$287,701","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Mar-2012"
"WMT","WALMART STORES INC","Equity",1.3887,"58.91","6,747","$397,466","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Apr-2012"
"WMT","WALMART STORES INC","Equity",1.5678,"65.82","16,622","$1,094,060","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-May-2012"
"WMT","WALMART STORES INC","Equity",1.5848,"69.72","46,048","$3,210,467","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","29-Jun-2012"
"WMT","WALMART STORES INC","Equity",1.6623,"74.43","76,383","$5,685,187","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Jul-2012"
"WMT","WALMART STORES INC","Equity",1.6161,"72.6","79,312","$5,758,051","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Aug-2012"
"WMT","WALMART STORES INC","Equity",1.5892,"73.8","78,696","$5,807,765","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","28-Sep-2012"
"WMT","WALMART STORES INC","Equity",1.6278,"75.02","113,616","$8,523,472","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Oct-2012"
"WMT","WALMART STORES INC","Equity",1.5613,"72.02","142,461","$10,260,041","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Nov-2012"
"WMT","WALMART STORES INC","Equity",1.4676,"68.23","161,664","$11,030,335","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Dec-2012"
"WMT","WALMART STORES INC","Equity",1.4337,"69.95","256,217","$17,922,379","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Jan-2013"
"WMT","WALMART STORES INC","Equity",1.4128,"70.78","342,467","$24,239,814","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","28-Feb-2013"
"WMT","WALMART STORES INC","Equity",1.2821,"74.83","443,140","$33,160,166","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","28-Mar-2013"
"WMT","WALMART STORES INC","Equity",1.2991,"77.72","616,842","$47,940,960","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Apr-2013"
"WMT","WALMART STORES INC","Equity",1.2842,"74.84","666,316","$49,867,089","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-May-2013"
"WMT","WALMART STORES INC","Equity",1.5037,"74.49","721,276","$53,727,849","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","28-Jun-2013"
"WMT","WALMART STORES INC","Equity",1.5208,"77.94","453,730","$35,363,716","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Jul-2013"
"WMT","WALMART STORES INC","Equity",1.4715,"72.98","440,550","$32,151,339","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Aug-2013"
"WMT","WALMART STORES INC","Equity",1.4382,"73.96","394,723","$29,193,713","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","30-Sep-2013"
"WMT","WALMART STORES INC","Equity",1.4277,"76.75","394,693","$30,292,688","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Oct-2013"
"WMT","WALMART STORES INC","Equity",1.5364,"81.01","453,916","$36,771,735","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","29-Nov-2013"
"WMT","WALMART STORES INC","Equity",1.4731,"78.69","452,314","$35,592,589","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Dec-2013"
"WMT","WALMART STORES INC","Equity",1.4435,"74.68","457,041","$34,131,822","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Jan-2014"
"WMT","WALMART STORES INC","Equity",1.3846,"74.70","447,997","$33,465,376","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","28-Feb-2014"
"WMT","WALMART STORES INC","Equity",1.4051,"76.43","448,362","$34,268,308","-","Consumer Staples","2961280","US9311421039","Bolsa De Valores De Lima","31-Mar-2014"
